MultilingualFrameId,FrameName,SweFN_FrameId,SweFN_MatchEvaluation,BrasilFN_FrameId,BrasilFN_MatchEvaluation,DiCoEnviro_FrameId,DiCoEnviro_MatchEvaluation,BFN_FrameId,BFN_MatchEvaluation,GFOL_FrameId,GFOL_MatchEvaluation,DiCoInfo_FrameId,DiCoInfo_MatchEvaluation,GermanFN_FrameId,GermanFN_MatchEvaluation,SpanishFN_FrameId,SpanishFN_MatchEvaluation
910,Living_conditions,,,1048,ExactMatch,,,2564,ExactMatch,,,,,703,ExactMatch,,
911,Locale,420,ExactMatch,172,ExactMatch,117,ExactMatch,192,ExactMatch,,,,,448,ExactMatch,,
912,Locale_by_beneficiary,,,,,118,ExactMatch,,,,,,,,,,
913,Locale_by_characteristic_entity,,,1128,ExactMatch,,,2687,ExactMatch,,,,,796,ExactMatch,,
914,Locale_by_collocation,419,ExactMatch,1087,ExactMatch,,,2626,ExactMatch,,,,,749,ExactMatch,,
915,Locale_by_conditions,,,,,119,ExactMatch,,,,,,,,,,
916,Locale_by_conditions_for_beneficiary,,,,,120,ExactMatch,,,,,,,,,,
917,Locale_by_division,,,,,121,ExactMatch,,,,,,,,,,
918,Locale_by_event,418,ExactMatch,858,ExactMatch,,,1921,ExactMatch,,,,,449,ExactMatch,,
919,Locale_by_exploitation,,,,,122,ExactMatch,,,,,,,,,,
920,Locale_by_feature,,,,,123,ExactMatch,,,,,,,,,,
921,Locale_by_ownership,417,ExactMatch,960,ExactMatch,,,2171,ExactMatch,,,,,575,ExactMatch,,
922,Locale_by_purpose,,,,,124,ExactMatch,,,,,,,,,,
923,Locale_by_reference,,,,,125,ExactMatch,,,,,,,,,,
924,Locale_by_use,416,ExactMatch,176,ExactMatch,,,196,ExactMatch,,,,,475,ExactMatch,,
925,Locale_closure,415,ExactMatch,1082,ExactMatch,,,2620,ExactMatch,,,,,744,ExactMatch,,
926,Locale_extent,,,,,126,ExactMatch,,,,,,,,,,
927,Locale_for_beneficiary,,,,,127,ExactMatch,,,,,,,,,,
928,Locating,414,ExactMatch,460,ExactMatch,,,792,ExactMatch,,,,,1163,ExactMatch,,
929,Location_in_time,412,ExactMatch,953,ExactMatch,,,2141,ExactMatch,,,,,565,ExactMatch,,
930,Location_of_light,482,ExactMatch,96,ExactMatch,,,105,ExactMatch,,,,,23,ExactMatch,,
931,Location_on_path,,,1207,ExactMatch,,,2940,ExactMatch,,,,,,,,
932,Locative_relation,481,ExactMatch,179,ExactMatch,,,199,ExactMatch,,,,,480,ExactMatch,179,ExactMatch
933,Locative_scenario,,,1162,ExactMatch,,,2790,ExactMatch,,,,,842,ExactMatch,,
934,Lodging_scenario,480,ExactMatch,856,ExactMatch,,,1917,ExactMatch,,,,,446,ExactMatch,,
935,Lose_possession,478,ExactMatch,184,ExactMatch,,,206,ExactMatch,,,,,526,ExactMatch,180,ExactMatch
936,Lose_possession_scenario,477,ExactMatch,190,ExactMatch,,,212,ExactMatch,,,,,550,ExactMatch,181,ExactMatch
937,Losing,476,ExactMatch,966,ExactMatch,,,2197,ExactMatch,,,,,583,ExactMatch,,
938,Losing_it,475,ExactMatch,494,ExactMatch,,,978,ExactMatch,,,,,1215,ExactMatch,,
939,Losing_someone,474,ExactMatch,965,ExactMatch,,,2196,ExactMatch,,,,,582,ExactMatch,,
940,Losing_track_of,473,ExactMatch,967,ExactMatch,,,2198,ExactMatch,,,,,,,,
941,Losing_track_of_perceiver,453,ExactMatch,969,ExactMatch,,,2200,ExactMatch,,,,,,,,
942,Losing_track_of_theme,438,ExactMatch,968,ExactMatch,,,2199,ExactMatch,,,,,,,,
943,Luck,197,ExactMatch,809,ExactMatch,,,1811,ExactMatch,,,,,390,ExactMatch,,
944,Machinery,,,1462,ExactMatch,,,,,,,,,,,,
945,Maintenance,,,1531,ExactMatch,,,,,,,,,,,,
946,Make_acquaintance,81,ExactMatch,529,ExactMatch,,,1085,ExactMatch,,,,,39,ExactMatch,,
947,Make_agreement_on_action,82,ExactMatch,616,ExactMatch,,,1342,ExactMatch,,,,,153,ExactMatch,182,ExactMatch
948,Make_cognitive_connection,193,ExactMatch,227,ExactMatch,,,252,ExactMatch,,,,,688,ExactMatch,183,ExactMatch
949,Make_compromise,899,ExactMatch,1129,ExactMatch,,,2688,ExactMatch,,,,,797,ExactMatch,,
950,Make_noise,194,ExactMatch,63,ExactMatch,,,69,ExactMatch,,,,,1134,ExactMatch,184,ExactMatch
951,Make_use_of_energy,,,,,128,ExactMatch,,,,,,,,,,
952,Making_arrangements,,,1183,ExactMatch,,,2839,ExactMatch,,,,,868,ExactMatch,,
953,Making_faces,196,ExactMatch,462,ExactMatch,,,794,ExactMatch,,,,,1165,ExactMatch,,
954,Managing_waste,,,,,129,ExactMatch,,,,,,,,,,
955,Manipulate_into_doing,189,ExactMatch,85,ExactMatch,,,92,ExactMatch,,,,,1196,ExactMatch,,
956,Manipulate_into_shape,190,ExactMatch,949,ExactMatch,,,2136,ExactMatch,,,,,560,ExactMatch,,
957,Manipulating_components,,,,,,,,,,,34,ExactMatch,,,,
958,Manipulation,191,ExactMatch,12,ExactMatch,,,17,ExactMatch,,,,,346,ExactMatch,185,ExactMatch
959,Manner,192,ExactMatch,1047,ExactMatch,,,2563,ExactMatch,,,,,702,ExactMatch,,
960,Manner_of_life,185,ExactMatch,1046,ExactMatch,,,2562,ExactMatch,,,,,701,ExactMatch,,
961,Manufacturing,186,ExactMatch,377,ExactMatch,130,ExactMatch,408,ExactMatch,,,,,1041,ExactMatch,,
962,Margin_of_resolution,,,693,ExactMatch,,,1562,ExactMatch,,,,,250,ExactMatch,,
963,Mass_motion,187,ExactMatch,259,ExactMatch,,,284,ExactMatch,,,,,869,ExactMatch,,
964,Materials_used_in_healthcare,,,232,ExactMatch,,,,,,,,,,,,
965,Mathematical_relationship,889,ExactMatch,1147,ExactMatch,,,2719,ExactMatch,,,,,819,ExactMatch,,
966,Means,188,ExactMatch,800,ExactMatch,,,1790,ExactMatch,,,,,378,ExactMatch,,
967,Means_of_transportation,,,1292,WeakMatch,131,ExactMatch,,,,,,,,,,
968,Measurable_attributes,208,ExactMatch,486,ExactMatch,,,965,ExactMatch,,,,,1207,ExactMatch,186,ExactMatch
969,Measure_area,209,ExactMatch,142,ExactMatch,,,156,ExactMatch,,,,,247,ExactMatch,,
970,Measure_by_action,210,ExactMatch,467,ExactMatch,,,810,ExactMatch,,,,,1173,ExactMatch,,
971,Measure_duration,211,ExactMatch,201,ExactMatch,,,224,ExactMatch,,,,,605,ExactMatch,,
972,Measure_linear_extent,204,ExactMatch,,,,,154,ExactMatch,,,,,,,,
973,Measure_mass,205,ExactMatch,135,ExactMatch,,,147,ExactMatch,,,,,202,ExactMatch,,
974,Measure_of_distance_and_length,,,140,ExactMatch,,,,,,,,,239,ExactMatch,,
975,Measure_scenario,206,ExactMatch,773,ExactMatch,,,1687,ExactMatch,,,,,341,ExactMatch,187,ExactMatch
976,Measure_volume,207,ExactMatch,141,ExactMatch,,,155,ExactMatch,,,,,244,ExactMatch,,
977,Measures,201,ExactMatch,772,ExactMatch,,,1686,ExactMatch,,,,,340,ExactMatch,188,ExactMatch
978,Measuring,,,,,132,ExactMatch,,,,,,,,,,
979,Medical_conditions,202,ExactMatch,215,ExactMatch,,,239,ExactMatch,,,,,652,ExactMatch,,
980,Medical_instruments,171,ExactMatch,,,,,257,ExactMatch,,,,,707,ExactMatch,,
981,Medical_interaction_scenario,172,ExactMatch,1138,ExactMatch,,,2708,ExactMatch,,,,,809,ExactMatch,,
982,Medical_intervention,,,1155,ExactMatch,,,2741,ExactMatch,,,,,830,ExactMatch,,
983,Medical_professionals,173,ExactMatch,230,ExactMatch,,,255,ExactMatch,,,,,697,ExactMatch,,
984,Medical_specialties,167,ExactMatch,231,ExactMatch,,,256,ExactMatch,,,,,699,ExactMatch,,
985,Medicines,,,1466,ExactMatch,,,,,,,,,,,,
986,Medium,169,ExactMatch,885,ExactMatch,,,2005,ExactMatch,,,,,485,ExactMatch,,
987,Meet_specifications,170,ExactMatch,979,ExactMatch,,,2235,ExactMatch,,,,,600,ExactMatch,,
988,Meet_with,163,ExactMatch,982,ExactMatch,,,2238,ExactMatch,,,,,603,ExactMatch,,
989,Meet_with_response,164,ExactMatch,976,ExactMatch,,,2232,ExactMatch,,,,,597,ExactMatch,,
990,Member_of_military,895,ExactMatch,1112,ExactMatch,,,2670,ExactMatch,,,,,779,ExactMatch,,
991,Membership,165,ExactMatch,511,ExactMatch,,,1026,ExactMatch,,,,,15,ExactMatch,,
992,Memorization,166,ExactMatch,541,ExactMatch,,,1132,ExactMatch,,,,,55,ExactMatch,189,ExactMatch
993,Memory,159,ExactMatch,124,ExactMatch,,,135,ExactMatch,,,,,160,ExactMatch,190,ExactMatch
994,Mental_activity,160,ExactMatch,778,ExactMatch,,,1710,ExactMatch,,,,,350,ExactMatch,191,ExactMatch
995,Mental_property,161,ExactMatch,24,ExactMatch,,,29,ExactMatch,,,,,884,ExactMatch,,
996,Mental_stimulus_exp_focus,162,ExactMatch,913,ExactMatch,,,2044,ExactMatch,,,,,515,ExactMatch,,
997,Mental_stimulus_stimulus_focus,181,ExactMatch,915,ExactMatch,,,2046,ExactMatch,,,,,517,ExactMatch,,
998,Mention,182,ExactMatch,932,ExactMatch,,,2080,ExactMatch,,,,,537,ExactMatch,,
999,Military,183,ExactMatch,672,ExactMatch,,,1514,ExactMatch,,,,,224,ExactMatch,,
1000,Military_operation,,,1118,ExactMatch,,,2676,ExactMatch,,,,,785,ExactMatch,,
1001,Mining,184,ExactMatch,1002,ExactMatch,133,ExactMatch,2285,ExactMatch,,,,,628,ExactMatch,,
1002,Misdeed,177,ExactMatch,533,ExactMatch,,,1100,ExactMatch,,,,,45,ExactMatch,,
1003,Modelo_político_econômico,,,1457,ExactMatch,,,,,,,,,,,,
1004,Money,1,ExactMatch,791,ExactMatch,,,1761,ExactMatch,,,,,366,ExactMatch,,
1005,Morality_evaluation,179,ExactMatch,341,ExactMatch,,,370,ExactMatch,,,,,1003,ExactMatch,,
1006,Motion,180,ExactMatch,3,ExactMatch,134,ExactMatch,7,ExactMatch,,,,,1138,ExactMatch,192,ExactMatch
1007,Motion_backwards,,,,,,,,NoMatch,,,,,,,193,ExactMatch
1008,Motion_directional,174,ExactMatch,334,ExactMatch,,,362,ExactMatch,,,,,995,ExactMatch,,
1009,Motion_interruption,,,,,,,,NoMatch,,,,,,,194,ExactMatch
1010,Motion_manner,,,,,,,,NoMatch,,,,,,,195,ExactMatch
1011,Motion_medium,,,,,,,,NoMatch,,,,,,,196,ExactMatch
1012,Motion_noise,175,ExactMatch,54,ExactMatch,,,60,ExactMatch,,,,,1116,ExactMatch,,
1013,Motion_scenario,176,ExactMatch,214,ExactMatch,,,238,ExactMatch,,,,,650,ExactMatch,197,ExactMatch
1014,Motion_up_downwards,,,,,,,,NoMatch,,,,,,,198,ExactMatch
1015,Moves,,,1289,ExactMatch,,,,,,,,,,,,
1016,Moving_in_place,129,ExactMatch,440,ExactMatch,,,670,ExactMatch,,,,,1130,ExactMatch,199,ExactMatch
1017,Moving_text_into,,,,,,,,,,,35,ExactMatch,,,,
1018,Multiplex_Masse_Bildschema,,,,,,,,,,,,,2084,ExactMatch,,
1019,Musical_instrument,,,1441,ExactMatch,,,,,,,,,,,,
1020,Name_conferral,131,ExactMatch,198,ExactMatch,,,221,ExactMatch,,,36,WeakMatch,590,ExactMatch,,
1021,Namesake,132,ExactMatch,595,ExactMatch,,,1252,ExactMatch,,,,,122,ExactMatch,,
1022,Natural_disaster,,,1276,ExactMatch,,,,,,,,,,,,
1023,Natural_features,125,ExactMatch,171,ExactMatch,135,ExactMatch,191,ExactMatch,,,,,440,ExactMatch,,
1024,Natural_phenomena,,,1439,ExactMatch,,,,,,,,,,,,
1025,Natural_substance,,,,,136,ExactMatch,,,,,,,,,,
1026,Needing,1005,ExactMatch,629,ExactMatch,,,1375,ExactMatch,,,,,168,ExactMatch,,
1027,Negation,,,1189,ExactMatch,,,2860,ExactMatch,,,,,877,ExactMatch,,
1028,Negative_conditional,712,ExactMatch,1196,ExactMatch,,,2904,ExactMatch,,,,,889,ExactMatch,,
1029,Network,127,ExactMatch,730,ExactMatch,,,1611,ExactMatch,,,,,293,ExactMatch,,
1030,Noise_makers,128,ExactMatch,505,ExactMatch,,,1017,ExactMatch,,,,,8,ExactMatch,,
1031,Non-commutative_process,122,ExactMatch,988,ExactMatch,,,2246,ExactMatch,,,,,610,ExactMatch,,
1032,Non-commutative_statement,123,ExactMatch,989,ExactMatch,,,2247,ExactMatch,,,,,611,ExactMatch,,
1033,Non-gradable_proximity,,,1190,ExactMatch,,,2880,ExactMatch,,,,,880,ExactMatch,,
1034,Noncombatant,,,1080,ExactMatch,,,2615,ExactMatch,,,,,741,ExactMatch,,
1035,Notability,497,ExactMatch,1043,ExactMatch,,,2542,ExactMatch,,,,,696,ExactMatch,,
1036,Notification_of_charges,107,ExactMatch,118,ExactMatch,,,129,ExactMatch,,,,,133,ExactMatch,,
1037,Nuclear_process,200,ExactMatch,863,ExactMatch,,,1926,ExactMatch,,,,,454,ExactMatch,,
1038,Oberfläche_Bildschema,,,,,,,,,,,,,2039,ExactMatch,,
1039,Object_of_knowledge,,,1517,ExactMatch,,,,,,,,,,,,
1040,Objective_influence,1010,ExactMatch,528,ExactMatch,137,TooSpecific,1084,ExactMatch,,,,,38,ExactMatch,200,ExactMatch
1041,Obligation_scenario,1012,ExactMatch,662,ExactMatch,,,1493,ExactMatch,,,,,212,ExactMatch,201,ExactMatch
1042,Obscurity,1011,ExactMatch,831,ExactMatch,,,1881,ExactMatch,,,,,418,ExactMatch,,
1043,Observable_bodyparts,1014,ExactMatch,,,,,,NoMatch,,,,,,,202,ExactMatch
1044,Obviousness,1013,ExactMatch,625,ExactMatch,,,1360,ExactMatch,,,,,164,ExactMatch,,
1045,Occupy_rank,1016,ExactMatch,633,ExactMatch,,,1379,ExactMatch,,,,,172,ExactMatch,,
1046,Offenses,1015,ExactMatch,400,ExactMatch,,,432,ExactMatch,,,,,1066,ExactMatch,,
1047,Offering,1018,ExactMatch,983,ExactMatch,,,2239,ExactMatch,,,,,604,ExactMatch,,
1048,Offshoot,,,1393,ExactMatch,,,3015,ExactMatch,,,,,928,ExactMatch,,
1049,Omen,1017,ExactMatch,381,ExactMatch,,,412,ExactMatch,,,,,1046,ExactMatch,,
1050,Ontogeny,,,1133,ExactMatch,138,TooSpecific,2693,ExactMatch,,,,,802,ExactMatch,,
1051,Openness,1020,ExactMatch,828,ExactMatch,,,1872,ExactMatch,,,,,414,ExactMatch,,
1052,Operate_vehicle,,,59,ExactMatch,139,TooGeneral,65,ExactMatch,,,,,1125,ExactMatch,203,ExactMatch
1053,Operate_vehicle_scenario,,,1095,ExactMatch,,,2644,ExactMatch,,,,,759,ExactMatch,,
1054,Operated_with_means,,,,,140,ExactMatch,,,,,,,,,,
1055,Operating_a_system,,,664,ExactMatch,,,1495,ExactMatch,,,37,TooSpecific,214,ExactMatch,204,ExactMatch
1056,Operational_testing,,,604,ExactMatch,,,1301,ExactMatch,,,,,137,ExactMatch,,
1057,Opinion,,,644,ExactMatch,,,1412,ExactMatch,28,ExactMatch,,,187,ExactMatch,205,ExactMatch
1058,Opportunity,,,1011,ExactMatch,,,2350,ExactMatch,,,,,644,ExactMatch,,
1059,Optical_image,,,995,ExactMatch,,,2261,ExactMatch,,,,,619,ExactMatch,,
1060,Ordinal_numbers,1019,ExactMatch,549,ExactMatch,,,1147,ExactMatch,,,,,64,ExactMatch,,
1061,Organization,1022,ExactMatch,627,ExactMatch,,,1371,ExactMatch,,,,,166,ExactMatch,,
1062,Organization_of_conversation,,,1560,ExactMatch,,,,,,,,,,,,
1063,Origin,1021,ExactMatch,535,ExactMatch,,,1103,ExactMatch,,,,,47,ExactMatch,,
1064,Others_situation_as_stimulus,2,ExactMatch,916,ExactMatch,,,2048,ExactMatch,,,,,518,ExactMatch,,
1065,Out_of_existence,1023,ExactMatch,937,ExactMatch,,,2105,ExactMatch,,,,,545,ExactMatch,,
1066,Overexploiting,,,,,141,ExactMatch,,,,,,,,,,
1067,Pardon,1026,ExactMatch,441,ExactMatch,,,681,ExactMatch,,,,,,,,
1068,Parking,,,,,,,,NoMatch,,,,,,,206,ExactMatch
1069,Part_edge,1025,ExactMatch,302,ExactMatch,,,330,ExactMatch,,,,,960,ExactMatch,,
1070,Part_inner_outer,1028,ExactMatch,299,ExactMatch,,,327,ExactMatch,,,,,956,ExactMatch,,
1071,Part_ordered_segments,1027,ExactMatch,303,ExactMatch,,,331,ExactMatch,,,,,961,ExactMatch,,
1072,Part_orientational,1030,ExactMatch,131,ExactMatch,,,143,ExactMatch,,,,,192,ExactMatch,,
1073,Part_piece,1029,ExactMatch,130,ExactMatch,,,142,ExactMatch,,,,,189,ExactMatch,207,ExactMatch
1074,Part_whole,1032,ExactMatch,128,ExactMatch,,,140,ExactMatch,,,,,183,ExactMatch,208,ExactMatch
1075,Partiality,1031,ExactMatch,321,ExactMatch,,,349,ExactMatch,,,,,980,ExactMatch,,
1076,Participation,1034,ExactMatch,546,ExactMatch,,,1144,ExactMatch,,,,,61,ExactMatch,,
1077,Partitive,1033,ExactMatch,501,ExactMatch,,,1010,ExactMatch,,,,,4,ExactMatch,,
1078,Passenger,,,,,142,ExactMatch,,,,,,,,,,
1079,Passing,1035,ExactMatch,927,ExactMatch,,,2071,ExactMatch,,,,,531,ExactMatch,,
1080,Passing_off,982,ExactMatch,763,ExactMatch,,,1671,ExactMatch,,,,,330,ExactMatch,,
1081,Path_shape,985,ExactMatch,55,ExactMatch,,,61,ExactMatch,,,,,1118,ExactMatch,209,ExactMatch
1082,Path_traveled,984,ExactMatch,713,ExactMatch,,,1592,ExactMatch,,,,,273,ExactMatch,,
1083,Pathogen,,,1475,ExactMatch,,,,,,,,,,,,
1084,Patrolling,,,1076,ExactMatch,,,2611,ExactMatch,,,,,737,ExactMatch,,
1085,Pattern,987,ExactMatch,947,ExactMatch,,,2133,ExactMatch,,,,,558,ExactMatch,,
1086,Patterns,,,1459,ExactMatch,,,,,,,,,,,,
1087,Pay_collect_touristic_services,,,1214,ExactMatch,,,,,,,,,,,,
1088,People,986,ExactMatch,278,ExactMatch,,,304,ExactMatch,,,,,933,ExactMatch,,
1089,People_along_political_spectrum,989,ExactMatch,695,ExactMatch,,,1564,ExactMatch,,,,,252,ExactMatch,,
1090,People_by_age,988,ExactMatch,492,ExactMatch,,,973,ExactMatch,,,,,1213,ExactMatch,,
1091,People_by_criminal_framing,,,1486,ExactMatch,,,,,,,,,,,,
1092,People_by_ethnicity,,,1429,ExactMatch,,,,,,,,,,,,
1093,People_by_health_condition,,,1469,ExactMatch,,,,,,,,,,,,
1094,People_by_jurisdiction,990,ExactMatch,508,ExactMatch,,,1023,ExactMatch,,,,,12,ExactMatch,,
1095,People_by_leisure_activity,,,1338,ExactMatch,,,,,,,,,,,,
1096,People_by_military_specialty,,,1113,ExactMatch,,,2671,ExactMatch,,,,,780,ExactMatch,,
1097,People_by_morality,993,ExactMatch,534,ExactMatch,,,1102,ExactMatch,,,,,46,ExactMatch,,
1098,People_by_origin,994,ExactMatch,493,ExactMatch,,,974,ExactMatch,,,,,1214,ExactMatch,,
1099,People_by_religion,997,ExactMatch,507,ExactMatch,,,1021,ExactMatch,,,,,11,ExactMatch,,
1100,People_by_residence,996,ExactMatch,545,ExactMatch,,,1143,ExactMatch,,,,,60,ExactMatch,,
1101,People_by_social_framing,,,1417,ExactMatch,,,,,,,,,,,,
1102,People_by_transit_mode,,,1440,ExactMatch,,,,,,,,,,,,
1103,People_by_transitory_activity,,,1430,ExactMatch,,,,,,,,,,,,
1104,People_by_transitory_state,,,1487,ExactMatch,,,,,,,,,,,,
1105,People_by_vocation,999,ExactMatch,524,ExactMatch,,,1071,ExactMatch,,,,,33,ExactMatch,,
1106,Perception,998,ExactMatch,4,ExactMatch,,,8,ExactMatch,,,,,1169,ExactMatch,210,ExactMatch
1107,Perception_active,1001,ExactMatch,60,ExactMatch,,,66,ExactMatch,24,TooSpecific,,,1127,ExactMatch,211,ExactMatch
1108,Perception_body,1000,ExactMatch,62,ExactMatch,,,68,ExactMatch,,,,,1131,ExactMatch,212,ExactMatch
1109,Perception_experience,1003,ExactMatch,64,ExactMatch,,,70,ExactMatch,,,,,1139,ExactMatch,213,ExactMatch
1110,Performers,1002,ExactMatch,525,ExactMatch,,,1080,ExactMatch,,,,,35,ExactMatch,,
1111,Performers_and_roles,1056,ExactMatch,382,ExactMatch,,,413,ExactMatch,,,,,1047,ExactMatch,,
1112,Performing_arts,1004,ExactMatch,374,ExactMatch,,,405,ExactMatch,,,,,1038,ExactMatch,,
1113,Personal_protective_equipment,,,1485,ExactMatch,,,,,,,,,,,,
1114,Personal_relationship,1006,ExactMatch,93,ExactMatch,,,102,ExactMatch,21,ExactMatch,,,10,ExactMatch,,
1115,Personal_success,1008,ExactMatch,1018,ExactMatch,,,2411,ExactMatch,,,,,658,ExactMatch,,
1116,Personality_traits,,,1433,ExactMatch,,,,,,,,,,,,
1117,Pessoas_por_gênero,,,1451,ExactMatch,,,,,,,,,,,,
1118,Phenomenon,,,1570,ExactMatch,,,,,,,,,,,,
1119,Physical_artworks,1043,ExactMatch,756,ExactMatch,,,1656,ExactMatch,,,,,321,ExactMatch,,
1120,Physical_entity,1042,ExactMatch,276,ExactMatch,,,302,ExactMatch,,,,,930,ExactMatch,214,ExactMatch
1121,Piracy,1045,ExactMatch,112,ExactMatch,,,123,ExactMatch,,,,,116,ExactMatch,,
1122,Place_weight_on,,,,,,,,NoMatch,,,,,,,215,ExactMatch
1123,Placing,1044,ExactMatch,56,ExactMatch,,,62,ExactMatch,,,38,ExactMatch,1119,ExactMatch,216,ExactMatch
1124,Placing_scenario,1047,ExactMatch,1006,ExactMatch,,,2302,ExactMatch,,,39,WeakMatch,635,ExactMatch,,
1125,Planned_trajectory,1046,ExactMatch,1049,ExactMatch,,,2566,ExactMatch,,,,,704,ExactMatch,,
1126,Planning_by_tourist,,,1254,ExactMatch,,,,,,,,,,,,
1127,Planting,1048,ExactMatch,894,ExactMatch,143,ExactMatch,2015,ExactMatch,,,,,494,ExactMatch,,
1128,Planting_trees,,,,,144,ExactMatch,,,,,,,,,,
1129,Plants,1051,ExactMatch,1187,ExactMatch,145,ExactMatch,2850,ExactMatch,,,,,874,ExactMatch,,
1130,Playing,,,1533,ExactMatch,,,,,,,,,,,,
1131,Point_of_dispute,1050,ExactMatch,727,ExactMatch,,,1608,ExactMatch,,,,,289,ExactMatch,,
1132,Police,,,1264,ExactMatch,,,,,,,,,,,,
1133,Political_actions,773,ExactMatch,1032,ExactMatch,,,2482,ExactMatch,,,,,679,ExactMatch,,
1134,Political_locales,1040,ExactMatch,175,ExactMatch,146,ExactMatch,195,ExactMatch,,,,,472,ExactMatch,,
1135,Popularity,1036,ExactMatch,1015,ExactMatch,,,2380,ExactMatch,,,,,651,ExactMatch,,
1136,Posing_as,746,ExactMatch,762,ExactMatch,,,1670,ExactMatch,,,,,329,ExactMatch,,
1137,Position_on_a_scale,744,ExactMatch,88,ExactMatch,,,95,ExactMatch,,,,,1201,ExactMatch,,
1138,Positionierung_stance,,,,,,,,,,,,,2271,ExactMatch,,
1139,Possession,745,ExactMatch,107,ExactMatch,,,118,ExactMatch,,,,,91,ExactMatch,217,ExactMatch
1140,Possibility,742,ExactMatch,941,ExactMatch,,,2120,ExactMatch,,,,,551,ExactMatch,,
1141,Post_getting,743,ExactMatch,578,ExactMatch,,,1185,ExactMatch,,,,,97,ExactMatch,218,ExactMatch
1142,Post_giving,740,ExactMatch,580,ExactMatch,,,1187,ExactMatch,,,,,99,ExactMatch,219,ExactMatch
1143,Post_lose_possession,741,ExactMatch,186,ExactMatch,,,208,ExactMatch,,,,,536,ExactMatch,220,ExactMatch
1144,Post_receiving,753,ExactMatch,575,ExactMatch,,,1182,ExactMatch,,,,,94,ExactMatch,221,ExactMatch
1145,Post_transfer,754,ExactMatch,582,ExactMatch,,,1189,ExactMatch,,,,,101,ExactMatch,222,ExactMatch
1146,Posture,751,ExactMatch,13,ExactMatch,,,18,ExactMatch,,,,,385,ExactMatch,,
1147,Practice,752,ExactMatch,484,ExactMatch,,,962,ExactMatch,,,,,1205,ExactMatch,,
1148,Praiseworthiness,749,ExactMatch,368,ExactMatch,,,399,ExactMatch,,,,,1031,ExactMatch,,
1149,Prank,178,ExactMatch,1064,ExactMatch,,,2586,ExactMatch,,,,,721,ExactMatch,,
1150,Pre_getting,750,ExactMatch,576,ExactMatch,,,1183,ExactMatch,,,,,95,ExactMatch,223,ExactMatch
1151,Pre_giving,747,ExactMatch,579,ExactMatch,,,1186,ExactMatch,,,,,98,ExactMatch,224,ExactMatch
1152,Pre_lose_possession,748,ExactMatch,185,ExactMatch,,,207,ExactMatch,,,,,529,ExactMatch,225,ExactMatch
1153,Pre_receiving,761,ExactMatch,574,ExactMatch,,,1181,ExactMatch,,,,,93,ExactMatch,226,ExactMatch
1154,Pre_transfer,762,ExactMatch,581,ExactMatch,,,1188,ExactMatch,,,,,100,ExactMatch,227,ExactMatch
1155,Precariousness,759,ExactMatch,1136,ExactMatch,,,2703,ExactMatch,,,,,807,ExactMatch,,
1156,Precipitation,760,ExactMatch,287,ExactMatch,147,ExactMatch,314,ExactMatch,,,,,943,ExactMatch,228,ExactMatch
1157,Predicament,757,ExactMatch,274,ExactMatch,,,300,ExactMatch,,,,,921,ExactMatch,,
1158,Predicting,758,ExactMatch,394,ExactMatch,148,TooSpecific,425,ExactMatch,,,,,1060,ExactMatch,229,ExactMatch
1159,Predicting_scenario,,,,,149,ExactMatch,,,,,,,,,,
1160,Preference,755,ExactMatch,742,ExactMatch,,,1626,ExactMatch,,,,,305,ExactMatch,,
1161,Preferred_alternative_scenario,,,1198,ExactMatch,,,2910,ExactMatch,,,,,891,ExactMatch,,
1162,Preliminaries,756,ExactMatch,865,ExactMatch,,,1928,ExactMatch,,,,,456,ExactMatch,,
1163,Preliminary_stage,,,1236,ExactMatch,,,,,,,,,,,,
1164,Preparing_for_reuse,,,,,150,ExactMatch,,,,,,,,,,
1165,Preparing_soil,,,,,151,ExactMatch,,,,,,,,,,
1166,Presence,765,ExactMatch,859,ExactMatch,,,1922,ExactMatch,,,,,450,ExactMatch,,
1167,Presentation_of_mitigation,,,1394,ExactMatch,,,2991,ExactMatch,,,,,920,ExactMatch,,
1168,Preserve_in_original_state,,,,,152,ExactMatch,,,,,,,,,,
1169,Preserving,766,ExactMatch,311,ExactMatch,,,339,ExactMatch,,,,,969,ExactMatch,,
1170,Prevarication,764,ExactMatch,262,ExactMatch,,,287,ExactMatch,,,,,878,ExactMatch,,
1171,Prevent_or_allow_possession,,,1396,ExactMatch,,,2056,ExactMatch,,,,,525,ExactMatch,,
1172,Preventing_or_letting,,,1395,ExactMatch,,,516,ExactMatch,,,,,1093,ExactMatch,,
1173,Price_per_unit,718,ExactMatch,1023,ExactMatch,,,2430,ExactMatch,,,,,665,ExactMatch,,
1174,Prison,715,ExactMatch,357,ExactMatch,,,387,ExactMatch,,,,,1020,ExactMatch,,
1175,Probability,716,ExactMatch,1012,ExactMatch,,,2360,ExactMatch,,,,,646,ExactMatch,,
1176,Process,713,ExactMatch,209,ExactMatch,,,233,ExactMatch,,,,,639,ExactMatch,230,ExactMatch
1177,Process_completed_state,714,ExactMatch,210,ExactMatch,,,234,ExactMatch,,,,,641,ExactMatch,,
1178,Process_continue,726,ExactMatch,133,ExactMatch,,,145,ExactMatch,,,,,197,ExactMatch,231,ExactMatch
1179,Process_end,727,ExactMatch,208,ExactMatch,,,232,ExactMatch,,,,,637,ExactMatch,,
